SessionID,ConceptA,ConceptB,Distance,QstNr,Duration,TotalClicks,Percentage,AvgPercentage
6eaa9365-57f9-4bad-aaf3-daf19447cedc,park,roof,110,1,32281,12.0,0.3055689813439243,0.3974470977412678
e6c801f3-8c8b-4b53-b69f-698362463292,park,roof,138,3,23205,10.0,0.14764023998482295,0.3974470977412678
1ffda676-ed6d-49ad-be8f-0bb93841bcf6,cellulose,house,303,2,25611,9.0,0.48637374139307216,0.3990165086689685
c8dc1d0d-575b-4826-814d-627228bb7a12,cellulose,house,498,0,40843,20.0,0.3116592759448648,0.3990165086689685
bd447541-3691-44a6-a208-55e01ffa3dbe,hospital,university,183,3,30704,9.0,0.2264700399516358,0.39993862499666594
b7cdfea6-5a5b-4558-92b4-3144604b335d,hospital,university,318,0,27197,10.0,0.573407210041696,0.39993862499666594
6197a6ee-30ff-43e2-83da-2acb367d97b9,air,chemistry,243,1,16343,10.0,0.3514155812089625,0.40246281900860603
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,air,chemistry,240,3,36849,12.0,1.0,0.40246281900860603
f6155886-f394-4b5d-bdd5-bada2dab06d1,air,chemistry,114,0,25164,6.0,0.11784043018554102,0.40246281900860603
ed2fed40-af69-4e30-bd01-e12ab3210202,air,chemistry,118,3,19988,7.0,0.14059526463992036,0.40246281900860603
f6155886-f394-4b5d-bdd5-bada2dab06d1,school,tree,390,2,24311,9.0,0.410349190820397,0.410349190820397
9a788dc4-63a7-4aa2-910b-b07b061b353a,forest,leaf,135,2,22289,14.0,0.4560390973929647,0.41068156689286156
dfe173f0-4374-4a7a-8316-a8126dc68092,forest,leaf,116,1,21115,10.0,0.27488733302713136,0.41068156689286156
fab36e73-89b8-430f-ad1b-b7a2d4903caa,forest,leaf,243,3,41415,16.0,0.5011182702584887,0.41068156689286156
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,building,water,95,3,36849,12.0,0.398316162855817,0.41100495116074764
1dfc8599-8b54-47a8-948d-b6a6df0ba2cb,building,water,101,0,19606,6.0,0.19937904351460456,0.41100495116074764
d5ac9a96-6169-48ce-830c-60b0e155cc14,building,water,434,2,33346,12.0,0.7986929791773856,0.41100495116074764
e9798112-59da-4dab-809e-0658ed5d9fb2,building,water,209,2,32309,13.0,0.3700150694349586,0.41100495116074764
fa8981a0-a672-44b1-a0ee-24dd41cf934a,building,water,166,0,22147,9.0,0.28862150082097265,0.41100495116074764
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,branch,city,143,1,32936,15.0,0.5818887305551509,0.41319637270053583
0e46c27b-8168-4d5d-ac5b-e585c8a2c0c2,branch,city,111,3,71568,24.0,0.2445040148459208,0.41319637270053583
ada91a01-fe01-416c-bff0-40f20596d101,plant,street,330,1,12136,10.0,0.6393063354218117,0.41482305514790924
64b66018-5cbb-465c-9f13-082cd0b7d8ee,plant,street,131,3,47028,14.0,0.28275027997835905,0.41482305514790924
ed2fed40-af69-4e30-bd01-e12ab3210202,plant,street,203,0,17727,7.0,0.32241255004355673,0.41482305514790924
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,forest,park,93,2,27976,7.0,0.26911205732405763,0.41550523213946206
b22fcb29-1c68-4667-b605-29632f061600,forest,park,484,3,12275,5.0,0.7035737204487814,0.41550523213946206
dfe173f0-4374-4a7a-8316-a8126dc68092,forest,park,116,1,21115,10.0,0.27382991864554695,0.41550523213946206
a4301f4d-0d04-4609-9fee-6a5564afa665,photosynthesis,water,481,1,21443,10.0,0.7194916609151233,0.4179341630597177
b22fcb29-1c68-4667-b605-29632f061600,photosynthesis,water,95,0,38165,9.0,0.21504630009901562,0.4179341630597177
d5ac9a96-6169-48ce-830c-60b0e155cc14,photosynthesis,water,225,2,33346,12.0,0.4136400631891864,0.4179341630597177
6eaa9365-57f9-4bad-aaf3-daf19447cedc,photosynthesis,water,153,0,28852,11.0,0.26184789518104207,0.4179341630597177
fa8981a0-a672-44b1-a0ee-24dd41cf934a,photosynthesis,water,415,0,22147,9.0,0.7198174007307707,0.4179341630597177
726cb4f2-98f0-4819-bd4a-b8fe078b78a5,photosynthesis,water,106,2,30286,11.0,0.31055812971379526,0.4179341630597177
b7cdfea6-5a5b-4558-92b4-3144604b335d,photosynthesis,water,254,2,28493,11.0,0.28513769158909047,0.4179341630597177
64b66018-5cbb-465c-9f13-082cd0b7d8ee,chemistry,photosynthesis,248,2,10234,6.0,0.591315562939177,0.41795958086060675
6197a6ee-30ff-43e2-83da-2acb367d97b9,chemistry,photosynthesis,465,1,16343,10.0,0.6725375795662425,0.41795958086060675
adbdeeba-4e56-4faa-808e-9e1eee47da90,chemistry,photosynthesis,160,2,18634,6.0,0.21173300603963452,0.41795958086060675
f6155886-f394-4b5d-bdd5-bada2dab06d1,chemistry,photosynthesis,143,0,25164,6.0,0.14801643639443895,0.41795958086060675
4b623012-c785-4dd3-b628-3900071ae62b,chemistry,photosynthesis,277,1,31595,10.0,0.46619531936354064,0.41795958086060675
d5ac9a96-6169-48ce-830c-60b0e155cc14,cellulose,plant,288,3,26488,9.0,0.7345846085722367,0.4229296592792976
726cb4f2-98f0-4819-bd4a-b8fe078b78a5,cellulose,plant,137,0,46614,15.0,0.11127470998635842,0.4229296592792976
f5cd7f51-89a2-4baa-96e1-3dc505ed2e0e,cellulose,city,185,1,16847,6.0,0.2348394348576236,0.42296668091303463
6eaa9365-57f9-4bad-aaf3-daf19447cedc,cellulose,city,105,2,25002,6.0,0.18432900490754123,0.42296668091303463
12d82a3c-493e-4bb0-a456-310d2581cc78,cellulose,city,213,1,80453,38.0,0.4069047240407246,0.42296668091303463
726cb4f2-98f0-4819-bd4a-b8fe078b78a5,cellulose,city,1066,0,46614,15.0,0.8657935598462492,0.42296668091303463
726cb4f2-98f0-4819-bd4a-b8fe078b78a5,building,house,206,1,47522,9.0,0.42608892249137237,0.42608892249137237
9888d7da-cb31-4e58-a748-19b862b809ce,energy,tree,121,3,22422,9.0,0.2491835380849817,0.4301649963923839
6eaa9365-57f9-4bad-aaf3-daf19447cedc,energy,tree,117,3,23244,8.0,0.2655149601422204,0.4301649963923839
4b623012-c785-4dd3-b628-3900071ae62b,energy,tree,265,0,30377,10.0,0.5117775591771633,0.4301649963923839
fab36e73-89b8-430f-ad1b-b7a2d4903caa,energy,tree,275,1,67189,28.0,0.6941839281651702,0.4301649963923839
1dfc8599-8b54-47a8-948d-b6a6df0ba2cb,bush,wall,102,2,24253,9.0,0.14299690978734245,0.4301999334801743
dfaab6b6-ae82-4bb5-aa8c-17883d6b97b7,bush,wall,110,0,14523,6.0,0.23457554288698887,0.4301999334801743
1ffda676-ed6d-49ad-be8f-0bb93841bcf6,bush,wall,245,1,25703,9.0,0.34322728124636603,0.4301999334801743
b5eec5ed-a3c5-4cae-9535-6015fc76c6ee,bush,wall,530,2,20635,11.0,1.0,0.4301999334801743
bd447541-3691-44a6-a208-55e01ffa3dbe,roof,tree,528,2,45895,9.0,0.7029680205065446,0.4303894027760032
0e8a5da8-d37e-4833-87a1-8e485cd066bb,roof,tree,369,0,23582,9.0,0.5645671261343395,0.4303894027760032
ed2fed40-af69-4e30-bd01-e12ab3210202,roof,tree,153,0,17727,7.0,0.24302265374481052,0.4303894027760032
12d82a3c-493e-4bb0-a456-310d2581cc78,roof,tree,110,2,82830,38.0,0.21099981071831816,0.4303894027760032
4b623012-c785-4dd3-b628-3900071ae62b,hospital,water,224,0,30377,10.0,0.4324413285949644,0.4324413285949644
f6155886-f394-4b5d-bdd5-bada2dab06d1,plant,school,454,2,24311,9.0,0.4771033588498376,0.4378245361256643
1dfc8599-8b54-47a8-948d-b6a6df0ba2cb,plant,school,101,0,19606,6.0,0.19937904351460456,0.4378245361256643
e6c801f3-8c8b-4b53-b69f-698362463292,plant,school,420,0,14827,5.0,0.6369912060125507,0.4378245361256643
6197a6ee-30ff-43e2-83da-2acb367d97b9,branch,photosynthesis,576,1,16343,10.0,0.8331225954972286,0.4401416461367517
bd447541-3691-44a6-a208-55e01ffa3dbe,branch,photosynthesis,156,0,51519,11.0,0.21133930892113167,0.4401416461367517
f5cd7f51-89a2-4baa-96e1-3dc505ed2e0e,branch,photosynthesis,299,0,16665,7.0,0.5075084327874712,0.4401416461367517
e9798112-59da-4dab-809e-0658ed5d9fb2,branch,photosynthesis,337,3,21993,9.0,0.6667714352142339,0.4401416461367517
fa8981a0-a672-44b1-a0ee-24dd41cf934a,branch,photosynthesis,137,0,22147,9.0,0.2386842684856561,0.4401416461367517
ccd295ca-104d-4f40-bf6c-c6be121d523c,branch,photosynthesis,107,3,24408,6.0,0.18342383591478892,0.4401416461367517
9888d7da-cb31-4e58-a748-19b862b809ce,forest,tree,247,3,22422,9.0,0.5072049956125974,0.44015784677979247
fa8981a0-a672-44b1-a0ee-24dd41cf934a,forest,tree,279,1,29012,8.0,0.553222296489413,0.44015784677979247
dfe173f0-4374-4a7a-8316-a8126dc68092,forest,tree,110,1,21115,10.0,0.260046248237367,0.44015784677979247
64b66018-5cbb-465c-9f13-082cd0b7d8ee,building,park,373,1,9008,5.0,0.7798933115220937,0.444036907948993
6197a6ee-30ff-43e2-83da-2acb367d97b9,building,park,185,3,31048,23.0,0.40575239020438164,0.444036907948993
e9798112-59da-4dab-809e-0658ed5d9fb2,building,park,160,2,32309,13.0,0.28269660017579784,0.444036907948993
e6c801f3-8c8b-4b53-b69f-698362463292,building,park,309,3,23205,10.0,0.3311674970423768,0.444036907948993
726cb4f2-98f0-4819-bd4a-b8fe078b78a5,building,park,142,1,47522,9.0,0.29370832094029353,0.444036907948993
ccd295ca-104d-4f40-bf6c-c6be121d523c,building,park,249,1,34331,9.0,0.5710033278090145,0.444036907948993
67f6d3e6-7e95-447d-81b8-20eb845e030e,city,house,179,0,31294,9.0,0.3982351891300252,0.44659109831550026
fab36e73-89b8-430f-ad1b-b7a2d4903caa,city,house,215,2,24165,9.0,0.4949470075009753,0.44659109831550026
64b66018-5cbb-465c-9f13-082cd0b7d8ee,house,leaf,97,0,10199,5.0,0.2898648146403863,0.44716912376416007
b22fcb29-1c68-4667-b605-29632f061600,house,leaf,90,0,38165,9.0,0.20470831665108963,0.44716912376416007
1ffda676-ed6d-49ad-be8f-0bb93841bcf6,house,leaf,480,2,25611,9.0,0.7705144629186197,0.44716912376416007
67f6d3e6-7e95-447d-81b8-20eb845e030e,house,leaf,140,0,31294,9.0,0.31167183960462375,0.44716912376416007
726cb4f2-98f0-4819-bd4a-b8fe078b78a5,house,leaf,318,1,47522,9.0,0.6590861850060808,0.44716912376416007
c8dc1d0d-575b-4826-814d-627228bb7a12,bush,plant,115,2,61117,29.0,0.09409453437951149,0.44884181532581136
fab36e73-89b8-430f-ad1b-b7a2d4903caa,bush,plant,384,0,24150,12.0,0.8035890962721112,0.44884181532581136
6197a6ee-30ff-43e2-83da-2acb367d97b9,infrastructure,roof,230,2,36239,25.0,0.4933504400959424,0.4502463438247845
0e46c27b-8168-4d5d-ac5b-e585c8a2c0c2,infrastructure,roof,375,0,43394,12.0,0.6190583496725504,0.4502463438247845
12d82a3c-493e-4bb0-a456-310d2581cc78,infrastructure,roof,125,2,82830,38.0,0.23833024170586073,0.4502463438247845
ed2fed40-af69-4e30-bd01-e12ab3210202,plant,roof,285,0,17727,7.0,0.452790006755331,0.452790006755331
a4301f4d-0d04-4609-9fee-6a5564afa665,plant,teacher,271,3,22884,12.0,0.4086824236336448,0.45898768827403996
0e46c27b-8168-4d5d-ac5b-e585c8a2c0c2,plant,teacher,348,3,71568,24.0,0.7675322881187978,0.45898768827403996
c8dc1d0d-575b-4826-814d-627228bb7a12,plant,teacher,245,2,61117,29.0,0.2007483530696772,0.45898768827403996
adbdeeba-4e56-4faa-808e-9e1eee47da90,building,stone,163,1,20665,5.0,0.3251029026106091,0.46015746866235413
e6c801f3-8c8b-4b53-b69f-698362463292,building,stone,431,3,23205,10.0,0.4605683643587148,0.46015746866235413
67f6d3e6-7e95-447d-81b8-20eb845e030e,building,stone,249,2,27209,13.0,0.5948011390177385,0.46015746866235413
bd447541-3691-44a6-a208-55e01ffa3dbe,school,wall,345,1,36360,11.0,0.5120117579216915,0.4621191160461798
0e8a5da8-d37e-4833-87a1-8e485cd066bb,school,wall,240,3,24486,9.0,0.38330698186564743,0.4621191160461798
e9798112-59da-4dab-809e-0658ed5d9fb2,school,wall,352,1,20972,8.0,0.5788449055916156,0.4621191160461798
dfaab6b6-ae82-4bb5-aa8c-17883d6b97b7,school,wall,239,0,14523,6.0,0.5096246012196582,0.4621191160461798
