SessionID,ConceptA,ConceptB,Distance,QstNr,Duration,TotalClicks,Percentage,AvgPercentage
67f6d3e6-7e95-447d-81b8-20eb845e030e,school,wall,188,1,31953,13.0,0.4018703787906206,0.4621191160461798
c8dc1d0d-575b-4826-814d-627228bb7a12,school,wall,263,3,34192,17.0,0.3870560708878456,0.4621191160461798
d5ac9a96-6169-48ce-830c-60b0e155cc14,culture,energy,182,3,26488,9.0,0.4644902639993648,0.4644902639993648
6197a6ee-30ff-43e2-83da-2acb367d97b9,cellulose,stone,403,0,26577,15.0,0.6953235289501979,0.4650347251539695
6eaa9365-57f9-4bad-aaf3-daf19447cedc,cellulose,stone,133,2,25002,6.0,0.2324297692511553,0.4650347251539695
67f6d3e6-7e95-447d-81b8-20eb845e030e,cellulose,stone,196,2,27209,13.0,0.46735087726055513,0.4650347251539695
1ffda676-ed6d-49ad-be8f-0bb93841bcf6,infrastructure,park,314,3,32883,13.0,0.42603929861882733,0.46541369399141164
fa8981a0-a672-44b1-a0ee-24dd41cf934a,infrastructure,park,174,2,31955,12.0,0.504788089363996,0.46541369399141164
ada91a01-fe01-416c-bff0-40f20596d101,university,wall,273,2,8565,5.0,0.5239261590490822,0.4660228073397989
6197a6ee-30ff-43e2-83da-2acb367d97b9,university,wall,379,2,36239,25.0,0.8118507309102746,0.4660228073397989
f6155886-f394-4b5d-bdd5-bada2dab06d1,university,wall,302,1,32386,8.0,0.4606879346340814,0.4660228073397989
1dfc8599-8b54-47a8-948d-b6a6df0ba2cb,university,wall,303,2,24253,9.0,0.42400812693879325,0.4660228073397989
4b623012-c785-4dd3-b628-3900071ae62b,university,wall,151,3,24517,9.0,0.3023750565231071,0.4660228073397989
726cb4f2-98f0-4819-bd4a-b8fe078b78a5,university,wall,336,0,46614,15.0,0.2732888359834546,0.4660228073397989
9888d7da-cb31-4e58-a748-19b862b809ce,branch,stone,305,0,75050,15.0,0.5503447571984623,0.46652656133030873
b22fcb29-1c68-4667-b605-29632f061600,branch,stone,235,3,12275,5.0,0.34174534003640306,0.46652656133030873
726cb4f2-98f0-4819-bd4a-b8fe078b78a5,branch,stone,146,3,38271,12.0,0.5074895867560609,0.46652656133030873
9888d7da-cb31-4e58-a748-19b862b809ce,city,park,119,1,35139,14.0,0.194181626996282,0.4674697383835029
64b66018-5cbb-465c-9f13-082cd0b7d8ee,city,park,388,1,9008,5.0,0.8107522792410594,0.4674697383835029
6197a6ee-30ff-43e2-83da-2acb367d97b9,city,park,230,3,31048,23.0,0.5032701378964074,0.4674697383835029
d5ac9a96-6169-48ce-830c-60b0e155cc14,city,park,327,1,23646,10.0,0.6251397768759689,0.4674697383835029
e9798112-59da-4dab-809e-0658ed5d9fb2,city,park,115,2,32309,13.0,0.203179227376292,0.4674697383835029
67f6d3e6-7e95-447d-81b8-20eb845e030e,city,park,210,0,31294,9.0,0.4682953819150078,0.4674697383835029
bd447541-3691-44a6-a208-55e01ffa3dbe,teacher,tree,253,2,45895,9.0,0.33805683397395025,0.4696889909855954
0e8a5da8-d37e-4833-87a1-8e485cd066bb,teacher,tree,455,0,23582,9.0,0.6951067273899061,0.4696889909855954
fab36e73-89b8-430f-ad1b-b7a2d4903caa,teacher,tree,149,1,67189,28.0,0.37590341159292984,0.4696889909855954
ada91a01-fe01-416c-bff0-40f20596d101,leaf,university,286,2,8565,5.0,0.5491525249674266,0.4726543843524868
6197a6ee-30ff-43e2-83da-2acb367d97b9,leaf,university,444,2,36239,25.0,0.9503469528760577,0.4726543843524868
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,leaf,university,156,0,59309,12.0,0.49162853903101433,0.4726543843524868
f6155886-f394-4b5d-bdd5-bada2dab06d1,leaf,university,135,1,32386,8.0,0.2060766189475496,0.4726543843524868
67f6d3e6-7e95-447d-81b8-20eb845e030e,leaf,university,142,0,31294,9.0,0.3174916792646192,0.4726543843524868
b7cdfea6-5a5b-4558-92b4-3144604b335d,leaf,university,178,0,27197,10.0,0.3212299910282529,0.4726543843524868
d5ac9a96-6169-48ce-830c-60b0e155cc14,branch,cellulose,158,3,26488,9.0,0.4025764012287283,0.4729956089726886
b5eec5ed-a3c5-4cae-9535-6015fc76c6ee,branch,cellulose,233,2,20635,11.0,0.4413782490443817,0.4729956089726886
4b623012-c785-4dd3-b628-3900071ae62b,branch,cellulose,287,3,24517,9.0,0.575032176644956,0.4729956089726886
ada91a01-fe01-416c-bff0-40f20596d101,infrastructure,leaf,50,2,8565,5.0,0.09607712969955096,0.4734331846339279
6197a6ee-30ff-43e2-83da-2acb367d97b9,infrastructure,leaf,260,2,36239,25.0,0.5572866086406639,0.4734331846339279
12d82a3c-493e-4bb0-a456-310d2581cc78,infrastructure,leaf,402,2,82830,38.0,0.7669358155615689,0.4734331846339279
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,forest,photosynthesis,238,2,27976,7.0,0.6907313848000222,0.47403164936227776
12d82a3c-493e-4bb0-a456-310d2581cc78,forest,photosynthesis,110,3,86956,38.0,0.21099981071831816,0.47403164936227776
4b623012-c785-4dd3-b628-3900071ae62b,forest,photosynthesis,309,1,31595,10.0,0.5203637525684929,0.47403164936227776
adbdeeba-4e56-4faa-808e-9e1eee47da90,city,infrastructure,256,3,24565,6.0,0.586906313519376,0.47451251027403063
dfaab6b6-ae82-4bb5-aa8c-17883d6b97b7,city,infrastructure,116,0,14523,6.0,0.2474123939239542,0.47451251027403063
6eaa9365-57f9-4bad-aaf3-daf19447cedc,city,infrastructure,337,2,25002,6.0,0.5892188233787616,0.47451251027403063
6197a6ee-30ff-43e2-83da-2acb367d97b9,hospital,school,306,3,31048,23.0,0.6698969779528097,0.4747926151962678
d5ac9a96-6169-48ce-830c-60b0e155cc14,hospital,school,146,1,23646,10.0,0.2796882524397259,0.4747926151962678
0e8a5da8-d37e-4833-87a1-8e485cd066bb,city,culture,169,2,24339,10.0,0.44323796997990383,0.4775981169060753
12d82a3c-493e-4bb0-a456-310d2581cc78,city,culture,125,1,80453,38.0,0.23833024170586073,0.4775981169060753
dfe173f0-4374-4a7a-8316-a8126dc68092,city,culture,373,0,37353,14.0,0.7512261390324615,0.4775981169060753
d5ac9a96-6169-48ce-830c-60b0e155cc14,forest,gas,293,0,21372,8.0,0.5393840040763648,0.4778189524422793
67f6d3e6-7e95-447d-81b8-20eb845e030e,forest,gas,194,1,31953,13.0,0.4162539008081938,0.4778189524422793
1dfc8599-8b54-47a8-948d-b6a6df0ba2cb,house,street,114,3,21702,11.0,0.16968380494020327,0.4779867893913596
0e8a5da8-d37e-4833-87a1-8e485cd066bb,house,street,370,1,20813,9.0,0.6647759111185848,0.4779867893913596
ed2fed40-af69-4e30-bd01-e12ab3210202,house,street,377,0,17727,7.0,0.5995006521152907,0.4779867893913596
64b66018-5cbb-465c-9f13-082cd0b7d8ee,culture,wall,420,2,10234,6.0,1.0,0.4789469441439201
0e46c27b-8168-4d5d-ac5b-e585c8a2c0c2,culture,wall,153,1,17118,7.0,0.24652584617978718,0.4789469441439201
fa8981a0-a672-44b1-a0ee-24dd41cf934a,culture,wall,96,1,29012,8.0,0.190314986251973,0.4789469441439201
64b66018-5cbb-465c-9f13-082cd0b7d8ee,chemistry,culture,244,2,10234,6.0,0.5823684843277286,0.4790596468157534
1dfc8599-8b54-47a8-948d-b6a6df0ba2cb,chemistry,culture,160,1,20548,9.0,0.30683590903923214,0.4790596468157534
ed2fed40-af69-4e30-bd01-e12ab3210202,chemistry,culture,104,3,19988,7.0,0.12374819199549804,0.4790596468157534
4b623012-c785-4dd3-b628-3900071ae62b,chemistry,culture,594,1,31595,10.0,1.0,0.4790596468157534
ccd295ca-104d-4f40-bf6c-c6be121d523c,chemistry,culture,167,1,34331,9.0,0.38234564871630833,0.4790596468157534
ada91a01-fe01-416c-bff0-40f20596d101,stone,wall,99,2,8565,5.0,0.19039553895321876,0.4868272907863792
adbdeeba-4e56-4faa-808e-9e1eee47da90,stone,wall,237,1,20665,5.0,0.47327213597665896,0.4868272907863792
0e46c27b-8168-4d5d-ac5b-e585c8a2c0c2,stone,wall,282,1,17118,7.0,0.45450359905234516,0.4868272907863792
1dfc8599-8b54-47a8-948d-b6a6df0ba2cb,stone,wall,555,2,24253,9.0,0.7765882058667717,0.4868272907863792
e9798112-59da-4dab-809e-0658ed5d9fb2,stone,wall,328,1,20972,8.0,0.5393769740829014,0.4868272907863792
adbdeeba-4e56-4faa-808e-9e1eee47da90,city,tree,336,3,24565,6.0,0.7700035157284155,0.4918858868059868
f6155886-f394-4b5d-bdd5-bada2dab06d1,city,tree,334,2,24311,9.0,0.35114636129493776,0.4918858868059868
1ffda676-ed6d-49ad-be8f-0bb93841bcf6,city,tree,253,1,25703,9.0,0.35450778339460737,0.4918858868059868
ada91a01-fe01-416c-bff0-40f20596d101,culture,teacher,92,3,20481,13.0,0.14788761840917947,0.4923579223466018
a4301f4d-0d04-4609-9fee-6a5564afa665,culture,teacher,457,3,22884,12.0,0.6880816832401482,0.4923579223466018
c8dc1d0d-575b-4826-814d-627228bb7a12,culture,teacher,978,2,61117,29.0,0.8008706122420315,0.4923579223466018
ccd295ca-104d-4f40-bf6c-c6be121d523c,culture,teacher,145,1,34331,9.0,0.3325917754950479,0.4923579223466018
9888d7da-cb31-4e58-a748-19b862b809ce,chemistry,leaf,135,1,35139,14.0,0.22038807362771817,0.49305560864745646
dfaab6b6-ae82-4bb5-aa8c-17883d6b97b7,chemistry,leaf,301,1,25921,10.0,0.8279200859994436,0.49305560864745646
fab36e73-89b8-430f-ad1b-b7a2d4903caa,chemistry,leaf,209,3,41415,16.0,0.43085866631520753,0.49305560864745646
726cb4f2-98f0-4819-bd4a-b8fe078b78a5,teacher,water,115,2,30286,11.0,0.33693901079528943,0.49522262982728654
c8dc1d0d-575b-4826-814d-627228bb7a12,teacher,water,848,2,61117,29.0,0.6939421717889929,0.49522262982728654
fab36e73-89b8-430f-ad1b-b7a2d4903caa,teacher,water,180,1,67189,28.0,0.4547867068975772,0.49522262982728654
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,city,energy,100,1,32936,15.0,0.40751034863896624,0.4996472120815789
ed2fed40-af69-4e30-bd01-e12ab3210202,city,energy,343,1,17432,5.0,0.5917840755241915,0.4996472120815789
b22fcb29-1c68-4667-b605-29632f061600,gas,wall,332,1,19204,6.0,0.8526121989838102,0.5004775186061275
bd447541-3691-44a6-a208-55e01ffa3dbe,gas,wall,374,1,36360,11.0,0.5550148290425221,0.5004775186061275
0e8a5da8-d37e-4833-87a1-8e485cd066bb,gas,wall,121,3,24486,9.0,0.19327028944948685,0.5004775186061275
67f6d3e6-7e95-447d-81b8-20eb845e030e,gas,wall,285,1,31953,13.0,0.6102116569835169,0.5004775186061275
b7cdfea6-5a5b-4558-92b4-3144604b335d,gas,wall,324,1,25486,8.0,0.4621924750649608,0.5004775186061275
c8dc1d0d-575b-4826-814d-627228bb7a12,gas,wall,224,3,34192,17.0,0.32956366211246857,0.5004775186061275
1ffda676-ed6d-49ad-be8f-0bb93841bcf6,culture,house,234,2,25611,9.0,0.3752887279881041,0.5013947021040852
fa8981a0-a672-44b1-a0ee-24dd41cf934a,culture,house,317,1,29012,8.0,0.6275006762200662,0.5013947021040852
ed2fed40-af69-4e30-bd01-e12ab3210202,school,teacher,116,2,20054,7.0,0.1297639628538844,0.501591527375704
4b623012-c785-4dd3-b628-3900071ae62b,school,teacher,316,2,19123,9.0,0.6765512478261607,0.501591527375704
726cb4f2-98f0-4819-bd4a-b8fe078b78a5,school,teacher,238,2,30286,11.0,0.6984593714470669,0.501591527375704
e9798112-59da-4dab-809e-0658ed5d9fb2,park,water,146,2,32309,13.0,0.2593581404753494,0.5036032381750275
12d82a3c-493e-4bb0-a456-310d2581cc78,park,water,402,0,76467,38.0,0.7669358155615689,0.5036032381750275
dfe173f0-4374-4a7a-8316-a8126dc68092,park,water,205,1,21115,10.0,0.4845157584881643,0.5036032381750275
e6c801f3-8c8b-4b53-b69f-698362463292,school,university,308,0,14827,5.0,0.46737174569743956,0.5042489851180925
ccd295ca-104d-4f40-bf6c-c6be121d523c,school,university,270,0,29631,11.0,0.5411262245387454,0.5042489851180925
bd447541-3691-44a6-a208-55e01ffa3dbe,energy,gas,399,1,36360,11.0,0.5919689660110746,0.5046304665028433
6eaa9365-57f9-4bad-aaf3-daf19447cedc,energy,gas,184,3,23244,8.0,0.41729196699461196,0.5046304665028433
ada91a01-fe01-416c-bff0-40f20596d101,forest,tree trunk,10,0,3889,1.0,0.5,0.5059791703702345
f6155886-f394-4b5d-bdd5-bada2dab06d1,forest,tree trunk,442,3,34057,8.0,0.7674518968304103,0.5059791703702345
0e46c27b-8168-4d5d-ac5b-e585c8a2c0c2,forest,tree trunk,123,0,43394,12.0,0.20427815396672208,0.5059791703702345
e6c801f3-8c8b-4b53-b69f-698362463292,forest,tree trunk,518,1,13774,6.0,0.7404079884251459,0.5059791703702345
fab36e73-89b8-430f-ad1b-b7a2d4903caa,forest,tree trunk,154,3,41415,16.0,0.31775781262889446,0.5059791703702345
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,stone,teacher,233,0,59309,12.0,0.7341976109688763,0.5060255460606552
9a788dc4-63a7-4aa2-910b-b07b061b353a,stone,teacher,123,1,29405,20.0,0.27785348115243413,0.5060255460606552
9888d7da-cb31-4e58-a748-19b862b809ce,stone,tree trunk,377,0,75050,15.0,0.681452753772698,0.5075058247573928
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,stone,tree trunk,167,0,59309,12.0,0.525978476846443,0.5075058247573928
bd447541-3691-44a6-a208-55e01ffa3dbe,stone,tree trunk,290,3,30704,9.0,0.35857915336472884,0.5075058247573928
1ffda676-ed6d-49ad-be8f-0bb93841bcf6,stone,tree trunk,933,0,29354,9.0,1.0,0.5075058247573928
b5eec5ed-a3c5-4cae-9535-6015fc76c6ee,stone,tree trunk,218,1,18258,9.0,0.4041418884604122,0.5075058247573928
726cb4f2-98f0-4819-bd4a-b8fe078b78a5,stone,tree trunk,126,3,38271,12.0,0.4357312958390052,0.5075058247573928
b7cdfea6-5a5b-4558-92b4-3144604b335d,stone,tree trunk,121,3,23131,10.0,0.14665720501846244,0.5075058247573928
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,city,roof,99,1,32936,15.0,0.4022351090775366,0.5076425003564177
080702b3-536f-4c17-9b4f-0cd9a820f3df,city,roof,155,2,7325,5.0,0.28122170505752353,0.5076425003564177
c8dc1d0d-575b-4826-814d-627228bb7a12,city,roof,570,3,34192,17.0,0.8394706869341929,0.5076425003564177
64b66018-5cbb-465c-9f13-082cd0b7d8ee,energy,hospital,135,0,10199,5.0,0.4025839121676326,0.5082909932342833
ed2fed40-af69-4e30-bd01-e12ab3210202,energy,hospital,269,1,17432,5.0,0.46474306566659085,0.5082909932342833
4b623012-c785-4dd3-b628-3900071ae62b,energy,hospital,369,0,30377,10.0,0.711744971337119,0.5082909932342833
ccd295ca-104d-4f40-bf6c-c6be121d523c,energy,hospital,267,3,24408,6.0,0.4540920237657909,0.5082909932342833
6eaa9365-57f9-4bad-aaf3-daf19447cedc,house,wall,119,0,28852,11.0,0.20520092561716238,0.5087881611998109
fa8981a0-a672-44b1-a0ee-24dd41cf934a,house,wall,410,1,29012,8.0,0.8123753967824593,0.5087881611998109
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,chemistry,tree,102,3,36849,12.0,0.42700424077399984,0.5139500840225815
bd447541-3691-44a6-a208-55e01ffa3dbe,chemistry,tree,485,2,45895,9.0,0.6462335219254499,0.5139500840225815
dfaab6b6-ae82-4bb5-aa8c-17883d6b97b7,chemistry,tree,150,1,25921,10.0,0.4118068376602499,0.5139500840225815
1ffda676-ed6d-49ad-be8f-0bb93841bcf6,chemistry,tree,407,1,25703,9.0,0.5707557357306263,0.5139500840225815
adbdeeba-4e56-4faa-808e-9e1eee47da90,infrastructure,tree,158,3,24565,6.0,0.36194572682363174,0.5147613173492158
b22fcb29-1c68-4667-b605-29632f061600,infrastructure,tree,930,2,10731,5.0,1.0,0.5147613173492158
12d82a3c-493e-4bb0-a456-310d2581cc78,infrastructure,tree,85,2,82830,38.0,0.16205973616942312,0.5147613173492158
fab36e73-89b8-430f-ad1b-b7a2d4903caa,infrastructure,tree,212,1,67189,28.0,0.5350398064038084,0.5147613173492158
9888d7da-cb31-4e58-a748-19b862b809ce,chemistry,gas,243,1,35139,14.0,0.3949488290371725,0.5167348077549506
adbdeeba-4e56-4faa-808e-9e1eee47da90,chemistry,gas,183,2,18634,6.0,0.24247646506590817,0.5167348077549506
f6155886-f394-4b5d-bdd5-bada2dab06d1,chemistry,gas,967,0,25164,6.0,1.0,0.5167348077549506
dfaab6b6-ae82-4bb5-aa8c-17883d6b97b7,chemistry,gas,344,1,25921,10.0,0.9462062464548926,0.5167348077549506
e6c801f3-8c8b-4b53-b69f-698362463292,chemistry,gas,174,2,15771,5.0,0.30048672594723763,0.5167348077549506
b7cdfea6-5a5b-4558-92b4-3144604b335d,chemistry,gas,152,1,25486,8.0,0.2162905800244933,0.5167348077549506
9888d7da-cb31-4e58-a748-19b862b809ce,air,cellulose,267,2,17933,11.0,0.5170127985780658,0.5170127985780658
6197a6ee-30ff-43e2-83da-2acb367d97b9,stone,tree,339,0,26577,15.0,0.5847447124402659,0.5174430602777904
080702b3-536f-4c17-9b4f-0cd9a820f3df,stone,tree,374,3,23102,10.0,0.6961406663835613,0.5174430602777904
1dfc8599-8b54-47a8-948d-b6a6df0ba2cb,stone,tree,194,2,24253,9.0,0.27144380200954404,0.5174430602777904
adbdeeba-4e56-4faa-808e-9e1eee47da90,house,photosynthesis,319,2,18634,6.0,0.42221111144341333,0.5214911964223159
b22fcb29-1c68-4667-b605-29632f061600,house,photosynthesis,280,0,38165,9.0,0.6305480064893038,0.5214911964223159
6eaa9365-57f9-4bad-aaf3-daf19447cedc,house,photosynthesis,480,0,28852,11.0,0.822081113360623,0.5214911964223159
12d82a3c-493e-4bb0-a456-310d2581cc78,house,photosynthesis,85,3,86956,38.0,0.16205973616942312,0.5214911964223159
dfe173f0-4374-4a7a-8316-a8126dc68092,house,photosynthesis,390,3,16387,9.0,0.8976253642502688,0.5214911964223159
c8dc1d0d-575b-4826-814d-627228bb7a12,house,photosynthesis,310,0,40843,20.0,0.19442184682086355,0.5214911964223159
a4301f4d-0d04-4609-9fee-6a5564afa665,bush,street,564,2,24088,10.0,0.8430490740862466,0.5220990812248876
adbdeeba-4e56-4faa-808e-9e1eee47da90,bush,street,269,0,50098,10.0,0.5220360494017653,0.5220990812248876
ccd295ca-104d-4f40-bf6c-c6be121d523c,bush,street,100,0,29631,11.0,0.20121212018665083,0.5220990812248876
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,building,tree,124,3,36849,12.0,0.5174488404039411,0.522463422093055
b22fcb29-1c68-4667-b605-29632f061600,building,tree,490,2,10731,5.0,0.5274780037821688,0.522463422093055
0e8a5da8-d37e-4833-87a1-8e485cd066bb,house,tree trunk,355,1,20813,9.0,0.638295583498207,0.5240493227600258
dfaab6b6-ae82-4bb5-aa8c-17883d6b97b7,house,tree trunk,119,3,19841,7.0,0.14762051344510013,0.5240493227600258
dfe173f0-4374-4a7a-8316-a8126dc68092,house,tree trunk,103,3,16387,9.0,0.23744273960673112,0.5240493227600258
b7cdfea6-5a5b-4558-92b4-3144604b335d,house,tree trunk,748,3,23131,10.0,0.9010070201915732,0.5240493227600258
c8dc1d0d-575b-4826-814d-627228bb7a12,house,tree trunk,1113,0,40843,20.0,0.695880757058517,0.5240493227600258
6197a6ee-30ff-43e2-83da-2acb367d97b9,culture,tree,243,0,26577,15.0,0.4191975057361918,0.5242212901625932
b22fcb29-1c68-4667-b605-29632f061600,culture,tree,89,2,10731,5.0,0.09564675511231699,0.5242212901625932
f5cd7f51-89a2-4baa-96e1-3dc505ed2e0e,culture,tree,636,3,16179,4.0,0.9807817606753223,0.5242212901625932
fa8981a0-a672-44b1-a0ee-24dd41cf934a,culture,tree,303,1,29012,8.0,0.6012591391265419,0.5242212901625932
55c4ea08-97b8-4169-97c2-a0a96f73b6f9,culture,forest,280,2,27976,7.0,0.8103690046168291,0.5250814487877183
f6155886-f394-4b5d-bdd5-bada2dab06d1,culture,forest,355,3,34057,8.0,0.6159559835215125,0.5250814487877183
1dfc8599-8b54-47a8-948d-b6a6df0ba2cb,culture,forest,101,1,20548,9.0,0.19367503730972863,0.5250814487877183
fa8981a0-a672-44b1-a0ee-24dd41cf934a,culture,forest,409,1,29012,8.0,0.810348027156552,0.5250814487877183
4b623012-c785-4dd3-b628-3900071ae62b,culture,forest,116,1,31595,10.0,0.19505919133396915,0.5250814487877183
080702b3-536f-4c17-9b4f-0cd9a820f3df,gas,infrastructure,187,1,13752,9.0,0.2300338808959949,0.5257156405321026
f6155886-f394-4b5d-bdd5-bada2dab06d1,gas,infrastructure,859,0,25164,6.0,0.8887051641339162,0.5257156405321026
d5ac9a96-6169-48ce-830c-60b0e155cc14,gas,infrastructure,391,0,21372,8.0,0.7208014666513965,0.5257156405321026
1ffda676-ed6d-49ad-be8f-0bb93841bcf6,gas,infrastructure,305,3,32883,13.0,0.41388893455764497,0.5257156405321026
b5eec5ed-a3c5-4cae-9535-6015fc76c6ee,gas,infrastructure,148,0,32190,18.0,0.3751487564215607,0.5257156405321026
f5cd7f51-89a2-4baa-96e1-3dc505ed2e0e,leaf,mineral,351,1,16847,6.0,0.44427400931847316,0.527870607135546
b5eec5ed-a3c5-4cae-9535-6015fc76c6ee,leaf,mineral,231,3,22572,8.0,0.5264535278052125,0.527870607135546
fa8981a0-a672-44b1-a0ee-24dd41cf934a,leaf,mineral,342,3,29054,12.0,0.6128842842829524,0.527870607135546
a4301f4d-0d04-4609-9fee-6a5564afa665,stone,street,342,2,24088,10.0,0.5115635536712031,0.5301930761502698
1ffda676-ed6d-49ad-be8f-0bb93841bcf6,stone,street,512,0,29354,9.0,0.5488225986293365,0.5301930761502698
0e8a5da8-d37e-4833-87a1-8e485cd066bb,city,stone,308,2,24339,10.0,0.8063141670869816,0.5303576066419623
6eaa9365-57f9-4bad-aaf3-daf19447cedc,city,stone,145,2,25002,6.0,0.2544010461969431,0.5303576066419623
ada91a01-fe01-416c-bff0-40f20596d101,infrastructure,wall,522,2,8565,5.0,1.0,0.5309473676465275
9888d7da-cb31-4e58-a748-19b862b809ce,infrastructure,wall,293,2,17933,11.0,0.5664803222740844,0.5309473676465275
6197a6ee-30ff-43e2-83da-2acb367d97b9,infrastructure,wall,197,2,36239,25.0,0.4234784025093204,0.5309473676465275
f5cd7f51-89a2-4baa-96e1-3dc505ed2e0e,infrastructure,wall,123,2,18410,6.0,0.1743830286628781,0.5309473676465275
dfaab6b6-ae82-4bb5-aa8c-17883d6b97b7,infrastructure,wall,230,0,14523,6.0,0.49039508478635446,0.5309473676465275
f5cd7f51-89a2-4baa-96e1-3dc505ed2e0e,culture,gas,266,3,16179,4.0,0.4100940569008936,0.5320453601175316
dfe173f0-4374-4a7a-8316-a8126dc68092,culture,gas,325,0,37353,14.0,0.6539966633341695,0.5320453601175316
adbdeeba-4e56-4faa-808e-9e1eee47da90,chemistry,house,403,2,18634,6.0,0.5331214291755753,0.5331214291755753
a4301f4d-0d04-4609-9fee-6a5564afa665,photosynthesis,wall,342,1,21443,10.0,0.5115635536712031,0.5348764158422913
64b66018-5cbb-465c-9f13-082cd0b7d8ee,photosynthesis,wall,129,2,10234,6.0,0.3073160823166533,0.5348764158422913
6eaa9365-57f9-4bad-aaf3-daf19447cedc,photosynthesis,wall,537,0,28852,11.0,0.9199561580044852,0.5348764158422913
ccd295ca-104d-4f40-bf6c-c6be121d523c,photosynthesis,wall,235,3,24408,6.0,0.40066986937682375,0.5348764158422913
9888d7da-cb31-4e58-a748-19b862b809ce,air,infrastructure,473,2,17933,11.0,0.9151323592015915,0.5356065778332953
adbdeeba-4e56-4faa-808e-9e1eee47da90,air,infrastructure,109,3,24565,6.0,0.2509904385875591,0.5356065778332953
f6155886-f394-4b5d-bdd5-bada2dab06d1,air,infrastructure,107,0,25164,6.0,0.1109738348094793,0.5356065778332953
1dfc8599-8b54-47a8-948d-b6a6df0ba2cb,air,infrastructure,366,3,21702,11.0,0.545033987967113,0.5356065778332953
d5ac9a96-6169-48ce-830c-60b0e155cc14,air,infrastructure,365,0,21372,8.0,0.6720755672346789,0.5356065778332953
67f6d3e6-7e95-447d-81b8-20eb845e030e,air,infrastructure,349,3,48676,20.0,0.8481351329919212,0.5356065778332953
12d82a3c-493e-4bb0-a456-310d2581cc78,air,infrastructure,213,2,82830,38.0,0.4069047240407246,0.5356065778332953
9a788dc4-63a7-4aa2-910b-b07b061b353a,cellulose,photosynthesis,156,3,21807,13.0,0.5753378911926766,0.5363672604774
c8dc1d0d-575b-4826-814d-627228bb7a12,cellulose,photosynthesis,795,0,40843,20.0,0.49739662976212345,0.5363672604774
adbdeeba-4e56-4faa-808e-9e1eee47da90,building,wall,286,1,20665,5.0,0.5718867910653236,0.5376203601038717
f6155886-f394-4b5d-bdd5-bada2dab06d1,building,wall,209,1,32386,8.0,0.31894835530367427,0.5376203601038717
f5cd7f51-89a2-4baa-96e1-3dc505ed2e0e,building,wall,560,2,18410,6.0,0.790996043367112,0.5376203601038717
0e8a5da8-d37e-4833-87a1-8e485cd066bb,building,wall,440,3,24486,9.0,0.7041735516565221,0.5376203601038717
4b623012-c785-4dd3-b628-3900071ae62b,building,wall,151,3,24517,9.0,0.30209705912672663,0.5376203601038717
dfaab6b6-ae82-4bb5-aa8c-17883d6b97b7,cellulose,forest,500,2,23805,9.0,0.802799345992729,0.5380752938017703
b5eec5ed-a3c5-4cae-9535-6015fc76c6ee,cellulose,forest,144,2,20635,11.0,0.2733512416108116,0.5380752938017703
1ffda676-ed6d-49ad-be8f-0bb93841bcf6,culture,water,372,2,25611,9.0,0.5976341305000069,0.5388634223732075
b7cdfea6-5a5b-4558-92b4-3144604b335d,culture,water,669,2,28493,11.0,0.7499719031314576,0.5388634223732075
c8dc1d0d-575b-4826-814d-627228bb7a12,culture,water,328,2,61117,29.0,0.2689842334881578,0.5388634223732075
ada91a01-fe01-416c-bff0-40f20596d101,bush,hospital,536,3,20481,13.0,0.8588776325229176,0.5397227862321107
64b66018-5cbb-465c-9f13-082cd0b7d8ee,bush,hospital,117,0,10199,5.0,0.34848292282802396,0.5397227862321107
d5ac9a96-6169-48ce-830c-60b0e155cc14,bush,hospital,367,1,23646,10.0,0.7004789686070888,0.5397227862321107
b7cdfea6-5a5b-4558-92b4-3144604b335d,bush,hospital,139,0,27197,10.0,0.25105162097041217,0.5397227862321107
adbdeeba-4e56-4faa-808e-9e1eee47da90,gas,house,233,2,18634,6.0,0.3082452604684915,0.5401935676418512
fab36e73-89b8-430f-ad1b-b7a2d4903caa,gas,house,335,2,24165,9.0,0.7721418748152109,0.5401935676418512
ada91a01-fe01-416c-bff0-40f20596d101,air,school,10,0,3889,1.0,0.5,0.5420148341205567
1ffda676-ed6d-49ad-be8f-0bb93841bcf6,air,school,357,0,29354,9.0,0.38333494108696353,0.5420148341205567
b5eec5ed-a3c5-4cae-9535-6015fc76c6ee,air,school,307,1,18258,9.0,0.5689566484753142,0.5420148341205567
4b623012-c785-4dd3-b628-3900071ae62b,air,school,334,2,19123,9.0,0.7157677469199492,0.5420148341205567
1dfc8599-8b54-47a8-948d-b6a6df0ba2cb,house,infrastructure,535,3,21702,11.0,0.796580214615137,0.5420388771555361
dfe173f0-4374-4a7a-8316-a8126dc68092,house,infrastructure,145,3,16387,9.0,0.3340770579278119,0.5420388771555361
c8dc1d0d-575b-4826-814d-627228bb7a12,house,infrastructure,792,0,40843,20.0,0.4954593589236593,0.5420388771555361
